variable,exposure_type,exposure_value,exposure_probability,lag_window,reference_value,RR,model_key,specification_order
ssr,lag,1.68580608,0.04,5,12.951992,0.986170525008724,ssr__lag,5
ssr,lag,1.68580608,0.04,6,12.951992,0.989292494486047,ssr__lag,5
ssr,lag,1.68580608,0.04,7,12.951992,0.991438602729755,ssr__lag,5
ssr,lag,1.68580608,0.04,8,12.951992,0.992849098326822,ssr__lag,5
ssr,lag,1.68580608,0.04,9,12.951992,0.99376769317738,ssr__lag,5
ssr,lag,1.68580608,0.04,10,12.951992,0.994440047825447,ssr__lag,5
ssr,lag,2.315168699,0.07,0,12.951992,0.959058367684354,ssr__lag,5
ssr,lag,2.315168699,0.07,1,12.951992,0.966287387975594,ssr__lag,5
ssr,lag,2.315168699,0.07,2,12.951992,0.973258875830996,ssr__lag,5
ssr,lag,2.315168699,0.07,3,12.951992,0.979652416687311,ssr__lag,5
ssr,lag,2.315168699,0.07,4,12.951992,0.985140160814496,ssr__lag,5
ssr,lag,2.315168699,0.07,5,12.951992,0.989389261952939,ssr__lag,5
ssr,lag,2.315168699,0.07,6,12.951992,0.992171419350215,ssr__lag,5
ssr,lag,2.315168699,0.07,7,12.951992,0.993686502984388,ssr__lag,5
ssr,lag,2.315168699,0.07,8,12.951992,0.994247341013023,ssr__lag,5
ssr,lag,2.315168699,0.07,9,12.951992,0.994170940655525,ssr__lag,5
ssr,lag,2.315168699,0.07,10,12.951992,0.993775946431163,ssr__lag,5
ssr,lag,2.981596,0.1,0,12.951992,0.960358637951584,ssr__lag,5
ssr,lag,2.981596,0.1,1,12.951992,0.968249700355696,ssr__lag,5
ssr,lag,2.981596,0.1,2,12.951992,0.975823657836693,ssr__lag,5
ssr,lag,2.981596,0.1,3,12.951992,0.98268744940251,ssr__lag,5
ssr,lag,2.981596,0.1,4,12.951992,0.988438420642817,ssr__lag,5
ssr,lag,2.981596,0.1,5,12.951992,0.992667987180232,ssr__lag,5
ssr,lag,2.981596,0.1,6,12.951992,0.995096738110863,ssr__lag,5
ssr,lag,2.981596,0.1,7,12.951992,0.995971195760552,ssr__lag,5
ssr,lag,2.981596,0.1,8,12.951992,0.995676819883193,ssr__lag,5
ssr,lag,2.981596,0.1,9,12.951992,0.994603789090644,ssr__lag,5
ssr,lag,2.981596,0.1,10,12.951992,0.993143191605282,ssr__lag,5
ssr,lag,3.690868,0.13,0,12.951992,0.961904649185622,ssr__lag,5
ssr,lag,3.690868,0.13,1,12.951992,0.970396727387732,ssr__lag,5
ssr,lag,3.690868,0.13,2,12.951992,0.978515351110423,ssr__lag,5
ssr,lag,3.690868,0.13,3,12.951992,0.985798163705145,ssr__lag,5
ssr,lag,3.690868,0.13,4,12.951992,0.991771053313436,ssr__lag,5
ssr,lag,3.690868,0.13,5,12.951992,0.99595320807477,ssr__lag,5
ssr,lag,3.690868,0.13,6,12.951992,0.99801684414391,ssr__lag,5
ssr,lag,3.690868,0.13,7,12.951992,0.998253612157537,ssr__lag,5
ssr,lag,3.690868,0.13,8,12.951992,0.997118953699134,ssr__lag,5
ssr,lag,3.690868,0.13,9,12.951992,0.995073347969311,ssr__lag,5
ssr,lag,3.690868,0.13,10,12.951992,0.992577068809459,ssr__lag,5
ssr,lag,4.42248992,0.16,0,12.951992,0.963722893516805,ssr__lag,5
ssr,lag,4.42248992,0.16,1,12.951992,0.972691141585901,ssr__lag,5
ssr,lag,4.42248992,0.16,2,12.951992,0.98123697767564,ssr__lag,5
ssr,lag,4.42248992,0.16,3,12.951992,0.988838057238169,ssr__lag,5
ssr,lag,4.42248992,0.16,4,12.951992,0.994958395524982,ssr__lag,5
ssr,lag,4.42248992,0.16,5,12.951992,0.999054801948091,ssr__lag,5
ssr,lag,4.42248992,0.16,6,12.951992,1.00075810991893,ssr__lag,5
ssr,lag,4.42248992,0.16,7,12.951992,1.0003997330383,ssr__lag,5
ssr,lag,4.42248992,0.16,8,12.951992,0.998496387245659,ssr__lag,5
ssr,lag,4.42248992,0.16,9,12.951992,0.995569881625389,ssr__lag,5
ssr,lag,4.42248992,0.16,10,12.951992,0.992140463097583,ssr__lag,5
ssr,lag,5.19858016,0.19,0,12.951992,0.965956759687466,ssr__lag,5
ssr,lag,5.19858016,0.19,1,12.951992,0.97523293503577,ssr__lag,5
ssr,lag,5.19858016,0.19,2,12.951992,0.984046766183953,ssr__lag,5
ssr,lag,5.19858016,0.19,3,12.951992,0.991828372903259,ssr__lag,5
ssr,lag,5.19858016,0.19,4,12.951992,0.997992857144143,ssr__lag,5
ssr,lag,5.19858016,0.19,5,12.951992,1.00194794542055,ssr__lag,5
ssr,lag,5.19858016,0.19,6,12.951992,1.00329237039039,ssr__lag,5
ssr,lag,5.19858016,0.19,7,12.951992,1.00238989795712,ssr__lag,5
ssr,lag,5.19858016,0.19,8,12.951992,0.999806529085233,ssr__lag,5
ssr,lag,5.19858016,0.19,9,12.951992,0.996113133795524,ssr__lag,5
ssr,lag,5.19858016,0.19,10,12.951992,0.991877570014049,ssr__lag,5
ssr,lag,6.02008464,0.22,0,12.951992,0.968731633371408,ssr__lag,5
ssr,lag,6.02008464,0.22,1,12.951992,0.978067667110059,ssr__lag,5
ssr,lag,6.02008464,0.22,2,12.951992,0.986914874649466,ssr__lag,5
ssr,lag,6.02008464,0.22,3,12.951992,0.994675063852236,ssr__lag,5
ssr,lag,6.02008464,0.22,4,12.951992,1.00073452129376,ssr__lag,5
ssr,lag,6.02008464,0.22,5,12.951992,1.00447242591698,ssr__lag,5
ssr,lag,6.02008464,0.22,6,12.951992,1.00546947829725,ssr__lag,5
ssr,lag,6.02008464,0.22,7,12.951992,1.00410990514557,ssr__lag,5
ssr,lag,6.02008464,0.22,8,12.951992,1.00098996993286,ssr__lag,5
ssr,lag,6.02008464,0.22,9,12.951992,0.996710294324488,ssr__lag,5
ssr,lag,6.02008464,0.22,10,12.951992,0.991867210710005,ssr__lag,5
ssr,lag,6.851668,0.25,0,12.951992,0.972045943798294,ssr__lag,5
ssr,lag,6.851668,0.25,1,12.951992,0.981113840281905,ssr__lag,5
ssr,lag,6.851668,0.25,2,12.951992,0.989685603763056,ssr__lag,5
ssr,lag,6.851668,0.25,3,12.951992,0.997161690986981,ssr__lag,5
ssr,lag,6.851668,0.25,4,12.951992,1.00292773265881,ssr__lag,5
ssr,lag,6.851668,0.25,5,12.951992,1.00636299509607,ssr__lag,5
ssr,lag,6.851668,0.25,6,12.951992,1.00704946146,ssr__lag,5
ssr,lag,6.851668,0.25,7,12.951992,1.00537459689352,ssr__lag,5
ssr,lag,6.851668,0.25,8,12.951992,1.00193774166407,ssr__lag,5
ssr,lag,6.851668,0.25,9,12.951992,0.997341858004095,ssr__lag,5
ssr,lag,6.851668,0.25,10,12.951992,0.992184864710207,ssr__lag,5
ssr,lag,7.755374,0.28,0,12.951992,0.976254523780119,ssr__lag,5
ssr,lag,7.755374,0.28,1,12.951992,0.984620285472845,ssr__lag,5
ssr,lag,7.755374,0.28,2,12.951992,0.992507232920817,ssr__lag,5
ssr,lag,7.755374,0.28,3,12.951992,0.99934845443362,ssr__lag,5
ssr,lag,7.755374,0.28,4,12.951992,1.00456433409025,ssr__lag,5
ssr,lag,7.755374,0.28,5,12.951992,1.00757014731942,ssr__lag,5
ssr,lag,7.755374,0.28,6,12.951992,1.0079732560922,ssr__lag,5
ssr,lag,7.755374,0.28,7,12.951992,1.00614240684507,ssr__lag,5
ssr,lag,7.755374,0.28,8,12.951992,1.00264558012801,ssr__lag,5
ssr,lag,7.755374,0.28,9,12.951992,0.998053442038578,ssr__lag,5
ssr,lag,7.755374,0.28,10,12.951992,0.992931598176684,ssr__lag,5
ssr,lag,8.613628,0.31,0,12.951992,0.980646344967613,ssr__lag,5
ssr,lag,8.613628,0.31,1,12.951992,0.988004581822564,ssr__lag,5
ssr,lag,8.613628,0.31,2,12.951992,0.99492355690978,ssr__lag,5
ssr,lag,8.613628,0.31,3,12.951992,1.00089585382776,ssr__lag,5
ssr,lag,8.613628,0.31,4,12.951992,1.00540420744216,ssr__lag,5
ssr,lag,8.613628,0.31,5,12.951992,1.00792762600458,ssr__lag,5
ssr,lag,8.613628,0.31,6,12.951992,1.00811710135469,ssr__lag,5
ssr,lag,8.613628,0.31,7,12.951992,1.00630459917492,ssr__lag,5
ssr,lag,8.613628,0.31,8,12.951992,1.0029991497833,ssr__lag,5
ssr,lag,8.613628,0.31,9,12.951992,0.998711598006682,ssr__lag,5
ssr,lag,8.613628,0.31,10,12.951992,0.993948385043563,ssr__lag,5
ssr,lag,9.416752,0.34,0,12.951992,0.984891023549199,ssr__lag,5
ssr,lag,9.416752,0.34,1,12.951992,0.99107372872094,ssr__lag,5
ssr,lag,9.416752,0.34,2,12.951992,0.996872534114805,ssr__lag,5
ssr,lag,9.416752,0.34,3,12.951992,1.00185543841742,ssr__lag,5
ssr,lag,9.416752,0.34,4,12.951992,1.0055834900002,ssr__lag,5
ssr,lag,9.416752,0.34,5,12.951992,1.00761525739983,ssr__lag,5
ssr,lag,9.416752,0.34,6,12.951992,1.0076555850878,ssr__lag,5
ssr,lag,9.416752,0.34,7,12.951992,1.00598851853104,ssr__lag,5
ssr,lag,9.416752,0.34,8,12.951992,1.00304767723198,ssr__lag,5
ssr,lag,9.416752,0.34,9,12.951992,0.999267797884198,ssr__lag,5
ssr,lag,9.416752,0.34,10,12.951992,0.995080210592006,ssr__lag,5
ssr,lag,10.19218696,0.37,0,12.951992,0.988923875104473,ssr__lag,5
ssr,lag,10.19218696,0.37,1,12.951992,0.993818871163604,ssr__lag,5
ssr,lag,10.19218696,0.37,2,12.951992,0.998398154217536,ssr__lag,5
ssr,lag,10.19218696,0.37,3,12.951992,1.00231586874208,ssr__lag,5
ssr,lag,10.19218696,0.37,4,12.951992,1.00522180953711,ssr__lag,5
ssr,lag,10.19218696,0.37,5,12.951992,1.00676431112497,ssr__lag,5
ssr,lag,10.19218696,0.37,6,12.951992,1.00670857838121,ssr__lag,5
ssr,lag,10.19218696,0.37,7,12.951992,1.00528300303457,ssr__lag,5
ssr,lag,10.19218696,0.37,8,12.951992,1.00283473870383,ssr__lag,5
ssr,lag,10.19218696,0.37,9,12.951992,0.99971154187016,ssr__lag,5
ssr,lag,10.19218696,0.37,10,12.951992,0.99625885786733,ssr__lag,5
ssr,lag,10.950416,0.4,0,12.951992,0.992629676910401,ssr__lag,5
ssr,lag,10.950416,0.4,1,12.951992,0.996177521898759,ssr__lag,5
ssr,lag,10.950416,0.4,2,12.951992,0.999487897314535,ssr__lag,5
ssr,lag,10.950416,0.4,3,12.951992,1.00230749873639,ssr__lag,5
ssr,lag,10.950416,0.4,4,12.951992,1.00438074119579,ssr__lag,5
ssr,lag,10.950416,0.4,5,12.951992,1.0054513231306,ssr__lag,5
ssr,lag,10.950416,0.4,6,12.951992,1.00534829479391,ssr__lag,5
ssr,lag,10.950416,0.4,7,12.951992,1.00423954163767,ssr__lag,5
ssr,lag,10.950416,0.4,8,12.951992,1.0023792012899,ssr__lag,5
ssr,lag,10.950416,0.4,9,12.951992,1.00002167689568,ssr__lag,5
ssr,lag,10.950416,0.4,10,12.951992,0.997420064527357,ssr__lag,5
ssr,lag,11.6591764,0.43,0,12.951992,0.995728683553967,ssr__lag,5
ssr,lag,11.6591764,0.43,1,12.951992,0.997988944994902,ssr__lag,5
ssr,lag,11.6591764,0.43,2,12.951992,1.00009260042578,ssr__lag,5
ssr,lag,11.6591764,0.43,3,12.951992,1.00187661349674,ssr__lag,5
ssr,lag,11.6591764,0.43,4,12.951992,1.00317702368556,ssr__lag,5
ssr,lag,11.6591764,0.43,5,12.951992,1.00382959998925,ssr__lag,5
ssr,lag,11.6591764,0.43,6,12.951992,1.00372486360112,ssr__lag,5
ssr,lag,11.6591764,0.43,7,12.951992,1.00297117179729,ssr__lag,5
ssr,lag,11.6591764,0.43,8,12.951992,1.00173196185375,ssr__lag,5
ssr,lag,11.6591764,0.43,9,12.951992,1.00017075815104,ssr__lag,5
ssr,lag,11.6591764,0.43,10,12.951992,0.998450516445223,ssr__lag,5
ssr,lag,12.28402688,0.46,0,12.951992,0.998052968397844,ssr__lag,5
ssr,lag,12.28402688,0.46,1,12.951992,0.999193974712184,ssr__lag,5
ssr,lag,12.28402688,0.46,2,12.951992,1.00025348240817,ssr__lag,5
ssr,lag,12.28402688,0.46,3,12.951992,1.00114835244007,ssr__lag,5
ssr,lag,12.28402688,0.46,4,12.951992,1.00179521042239,ssr__lag,5
ssr,lag,12.28402688,0.46,5,12.951992,1.0021106179795,ssr__lag,5
ssr,lag,12.28402688,0.46,6,12.951992,1.00203896207649,ssr__lag,5
ssr,lag,12.28402688,0.46,7,12.951992,1.00163560023806,ssr__lag,5
ssr,lag,12.28402688,0.46,8,12.951992,1.00098378966028,ssr__lag,5
ssr,lag,12.28402688,0.46,9,12.951992,1.00016680463542,ssr__lag,5
ssr,lag,12.28402688,0.46,10,12.951992,0.999267764965289,ssr__lag,5
ssr,lag,12.7923739538,0.49,0,12.951992,0.999591376991329,ssr__lag,5
ssr,lag,12.7923739538,0.49,1,12.951992,0.99985672522514,ssr__lag,5
ssr,lag,12.7923739538,0.49,2,12.951992,1.00010264403639,ssr__lag,5
ssr,lag,12.7923739538,0.49,3,12.951992,1.00030961515905,ssr__lag,5
ssr,lag,12.7923739538,0.49,4,12.951992,1.00045810759791,ssr__lag,5
ssr,lag,12.7923739538,0.49,5,12.951992,1.0005285871337,ssr__lag,5
ssr,lag,12.7923739538,0.49,6,12.951992,1.00050803214262,ssr__lag,5
ssr,lag,12.7923739538,0.49,7,12.951992,1.00040945191936,ssr__lag,5
ssr,lag,12.7923739538,0.49,8,12.951992,1.00025237192723,ssr__lag,5
ssr,lag,12.7923739538,0.49,9,12.951992,1.0000563183034,ssr__lag,5
ssr,lag,12.7923739538,0.49,10,12.951992,0.999840808351101,ssr__lag,5
ssr,lag,13.279904,0.52,0,12.951992,1.00072115557465,ssr__lag,5
ssr,lag,13.279904,0.52,1,12.951992,1.00019346824656,ssr__lag,5
ssr,lag,13.279904,0.52,2,12.951992,0.999705344084214,ssr__lag,5
ssr,lag,13.279904,0.52,3,12.951992,0.999295994250815,ssr__lag,5
ssr,lag,13.279904,0.52,4,12.951992,0.999004579530834,ssr__lag,5
ssr,lag,13.279904,0.52,5,12.951992,0.998870248923376,ssr__lag,5
ssr,lag,13.279904,0.52,6,12.951992,0.998919108590656,ssr__lag,5
ssr,lag,13.279904,0.52,7,12.951992,0.999125009820537,ssr__lag,5
ssr,lag,13.279904,0.52,8,12.951992,0.999448773352069,ssr__lag,5
ssr,lag,13.279904,0.52,9,12.951992,0.999851221544171,ssr__lag,5
ssr,lag,13.279904,0.52,10,12.951992,1.00029313980095,ssr__lag,5
ssr,lag,13.7742668,0.55,0,12.951992,1.00152287700297,ssr__lag,5
ssr,lag,13.7742668,0.55,1,12.951992,1.0002464784275,ssr__lag,5
ssr,lag,13.7742668,0.55,2,12.951992,0.999067978821961,ssr__lag,5
ssr,lag,13.7742668,0.55,3,12.951992,0.998083213187337,ssr__lag,5
ssr,lag,13.7742668,0.55,4,12.951992,0.997387721459943,ssr__lag,5
ssr,lag,13.7742668,0.55,5,12.951992,0.997076980411471,ssr__lag,5
ssr,lag,13.7742668,0.55,6,12.951992,0.997214694075309,ssr__lag,5
ssr,lag,13.7742668,0.55,7,12.951992,0.997736947147295,ssr__lag,5
ssr,lag,13.7742668,0.55,8,12.951992,0.998548112389228,ssr__lag,5
ssr,lag,13.7742668,0.55,9,12.951992,0.999552565730536,ssr__lag,5
ssr,lag,13.7742668,0.55,10,12.951992,1.00065445459531,ssr__lag,5
ssr,lag,14.266164,0.58,0,12.951992,1.00200837499338,ssr__lag,5
ssr,lag,14.266164,0.58,1,12.951992,1.00004617657297,ssr__lag,5
ssr,lag,14.266164,0.58,2,12.951992,0.998237732827875,ssr__lag,5
ssr,lag,14.266164,0.58,3,12.951992,0.996731908981227,ssr__lag,5
ssr,lag,14.266164,0.58,4,12.951992,0.995676872043477,ssr__lag,5
ssr,lag,14.266164,0.58,5,12.951992,0.995220653497992,ssr__lag,5
ssr,lag,14.266164,0.58,6,12.951992,0.995462096829183,ssr__lag,5
ssr,lag,14.266164,0.58,7,12.951992,0.996301949771128,ssr__lag,5
ssr,lag,14.266164,0.58,8,12.951992,0.997591889325951,ssr__lag,5
ssr,lag,14.266164,0.58,9,12.951992,0.999183584896199,ssr__lag,5
ssr,lag,14.266164,0.58,10,12.951992,1.000928136283,ssr__lag,5
ssr,lag,14.86275552,0.61,0,12.951992,1.00222573742077,ssr__lag,5
ssr,lag,14.86275552,0.61,1,12.951992,0.99951601064274,ssr__lag,5
ssr,lag,14.86275552,0.61,2,12.951992,0.997023866389069,ssr__lag,5
ssr,lag,14.86275552,0.61,3,12.951992,0.994957532588461,ssr__lag,5
ssr,lag,14.86275552,0.61,4,12.951992,0.99352390310362,ssr__lag,5
ssr,lag,14.86275552,0.61,5,12.951992,0.992929645647027,ssr__lag,5
ssr,lag,14.86275552,0.61,6,12.951992,0.993312909377068,ssr__lag,5
ssr,lag,14.86275552,0.61,7,12.951992,0.994534981091492,ssr__lag,5
ssr,lag,14.86275552,0.61,8,12.951992,0.996388790247402,ssr__lag,5
ssr,lag,14.86275552,0.61,9,12.951992,0.99866721601823,ssr__lag,5
ssr,lag,14.86275552,0.61,10,12.951992,1.00116198070058,ssr__lag,5
ssr,lag,15.571802,0.64,0,12.951992,1.00203044538418,ssr__lag,5
ssr,lag,15.571802,0.64,1,12.951992,0.998560017792752,ssr__lag,5
ssr,lag,15.571802,0.64,2,12.951992,0.995375909397741,ssr__lag,5
ssr,lag,15.571802,0.64,3,12.951992,0.992749030447074,ssr__lag,5
ssr,lag,15.571802,0.64,4,12.951992,0.99094809693673,ssr__lag,5
ssr,lag,15.571802,0.64,5,12.951992,0.990241518676106,ssr__lag,5
ssr,lag,15.571802,0.64,6,12.951992,0.99080899295418,ssr__lag,5
ssr,lag,15.571802,0.64,7,12.951992,0.992470336433346,ssr__lag,5
ssr,lag,15.571802,0.64,8,12.951992,0.994956791631361,ssr__lag,5
ssr,lag,15.571802,0.64,9,12.951992,0.997999445828888,ssr__lag,5
ssr,lag,15.571802,0.64,10,12.951992,1.00132734449084,ssr__lag,5
ssr,lag,16.36621968,0.67,0,12.951992,1.00134159563067,ssr__lag,5
ssr,lag,16.36621968,0.67,1,12.951992,0.997194462021504,ssr__lag,5
ssr,lag,16.36621968,0.67,2,12.951992,0.993399266218455,ssr__lag,5
ssr,lag,16.36621968,0.67,3,12.951992,0.990285827883323,ssr__lag,5
ssr,lag,16.36621968,0.67,4,12.951992,0.988180821599762,ssr__lag,5
ssr,lag,16.36621968,0.67,5,12.951992,0.987410593323161,ssr__lag,5
ssr,lag,16.36621968,0.67,6,12.951992,0.98819404311246,ssr__lag,5
ssr,lag,16.36621968,0.67,7,12.951992,0.990312327414487,ssr__lag,5
ssr,lag,16.36621968,0.67,8,12.951992,0.993439140752927,ssr__lag,5
ssr,lag,16.36621968,0.67,9,12.951992,0.99724783154077,ssr__lag,5
ssr,lag,16.36621968,0.67,10,12.951992,1.00140858541944,ssr__lag,5
ssr,lag,17.17008,0.7,0,12.951992,1.00027550838055,ssr__lag,5
ssr,lag,17.17008,0.7,1,12.951992,0.995644430691072,ssr__lag,5
ssr,lag,17.17008,0.7,2,12.951992,0.991417005234294,ssr__lag,5
ssr,lag,17.17008,0.7,3,12.951992,0.987969146325493,ssr__lag,5
ssr,lag,17.17008,0.7,4,12.951992,0.985672828920927,ssr__lag,5
ssr,lag,17.17008,0.7,5,12.951992,0.984899765666469,ssr__lag,5
ssr,lag,17.17008,0.7,6,12.951992,0.985899782047662,ssr__lag,5
ssr,lag,17.17008,0.7,7,12.951992,0.988424162420399,ssr__lag,5
ssr,lag,17.17008,0.7,8,12.951992,0.992101990133441,ssr__lag,5
ssr,lag,17.17008,0.7,9,12.951992,0.99656174388146,ssr__lag,5
ssr,lag,17.17008,0.7,10,12.951992,1.00142761592193,ssr__lag,5
ssr,lag,18.09634716,0.73,0,12.951992,0.998773023753909,ssr__lag,5
ssr,lag,18.09634716,0.73,1,12.951992,0.993850123595304,ssr__lag,5
ssr,lag,18.09634716,0.73,2,12.951992,0.989369143694539,ssr__lag,5
ssr,lag,18.09634716,0.73,3,12.951992,0.985740438972025,ssr__lag,5
ssr,lag,18.09634716,0.73,4,12.951992,0.983369886563777,ssr__lag,5
ssr,lag,18.09634716,0.73,5,12.951992,0.982663283391151,ssr__lag,5
ssr,lag,18.09634716,0.73,6,12.951992,0.983893961491687,ssr__lag,5
ssr,lag,18.09634716,0.73,7,12.951992,0.986791395514145,ssr__lag,5
ssr,lag,18.09634716,0.73,8,12.951992,0.990951803329394,ssr__lag,5
ssr,lag,18.09634716,0.73,9,12.951992,0.995970458819849,ssr__lag,5
ssr,lag,18.09634716,0.73,10,12.951992,1.00143728121301,ssr__lag,5
ssr,lag,19.03405856,0.76,0,12.951992,0.997165513588666,ssr__lag,5
ssr,lag,19.03405856,0.76,1,12.951992,0.992253837919822,ssr__lag,5
ssr,lag,19.03405856,0.76,2,12.951992,0.98779655622523,ssr__lag,5
ssr,lag,19.03405856,0.76,3,12.951992,0.984216393556738,ssr__lag,5
ssr,lag,19.03405856,0.76,4,12.951992,0.981931587812204,ssr__lag,5
ssr,lag,19.03405856,0.76,5,12.951992,0.981360561074689,ssr__lag,5
ssr,lag,19.03405856,0.76,6,12.951992,0.9827856920095,ssr__lag,5
ssr,lag,19.03405856,0.76,7,12.951992,0.985929321338924,ssr__lag,5
ssr,lag,19.03405856,0.76,8,12.951992,0.990376415939999,ssr__lag,5
ssr,lag,19.03405856,0.76,9,12.951992,0.99571067570143,ssr__lag,5
ssr,lag,19.03405856,0.76,10,12.951992,1.00150983947402,ssr__lag,5
ssr,lag,19.93006138,0.79,0,12.951992,0.995677276852493,ssr__lag,5
ssr,lag,19.93006138,0.79,1,12.951992,0.991065704104727,ssr__lag,5
ssr,lag,19.93006138,0.79,2,12.951992,0.986894988539927,ssr__lag,5
ssr,lag,19.93006138,0.79,3,12.951992,0.983577823394419,ssr__lag,5
ssr,lag,19.93006138,0.79,4,12.951992,0.981522920248409,ssr__lag,5
ssr,lag,19.93006138,0.79,5,12.951992,0.981139453890785,ssr__lag,5
ssr,lag,19.93006138,0.79,6,12.951992,0.982703963771523,ssr__lag,5
ssr,lag,19.93006138,0.79,7,12.951992,0.985946279771456,ssr__lag,5
ssr,lag,19.93006138,0.79,8,12.951992,0.990461799780401,ssr__lag,5
ssr,lag,19.93006138,0.79,9,12.951992,0.99584442517075,ssr__lag,5
ssr,lag,19.93006138,0.79,10,12.951992,1.00168208600995,ssr__lag,5
ssr,lag,20.86391825,0.82,0,12.951992,0.994182224467395,ssr__lag,5
ssr,lag,20.86391825,0.82,1,12.951992,0.990160811600389,ssr__lag,5
ssr,lag,20.86391825,0.82,2,12.951992,0.986542167880705,ssr__lag,5
ssr,lag,20.86391825,0.82,3,12.951992,0.983707382182476,ssr__lag,5
ssr,lag,20.86391825,0.82,4,12.951992,0.982034500262663,ssr__lag,5
ssr,lag,20.86391825,0.82,5,12.951992,0.98190229906786,ssr__lag,5
ssr,lag,20.86391825,0.82,6,12.951992,0.983567064698869,ssr__lag,5
ssr,lag,20.86391825,0.82,7,12.951992,0.986780128255188,ssr__lag,5
ssr,lag,20.86391825,0.82,8,12.951992,0.991168177058112,ssr__lag,5
ssr,lag,20.86391825,0.82,9,12.951992,0.996356281218875,ssr__lag,5
ssr,lag,20.86391825,0.82,10,12.951992,1.0019640863205,ssr__lag,5
ssr,lag,21.7668114,0.85,0,12.951992,0.992786341547748,ssr__lag,5
ssr,lag,21.7668114,0.85,1,12.951992,0.989580356621272,ssr__lag,5
ssr,lag,21.7668114,0.85,2,12.951992,0.986719963300612,ssr__lag,5
ssr,lag,21.7668114,0.85,3,12.951992,0.98453671798335,ssr__lag,5
ssr,lag,21.7668114,0.85,4,12.951992,0.983360254249414,ssr__lag,5
ssr,lag,21.7668114,0.85,5,12.951992,0.983521122407922,ssr__lag,5
ssr,lag,21.7668114,0.85,6,12.951992,0.985243149409335,ssr__lag,5
ssr,lag,21.7668114,0.85,7,12.951992,0.988310623184158,ssr__lag,5
ssr,lag,21.7668114,0.85,8,12.951992,0.99239880758723,ssr__lag,5
ssr,lag,21.7668114,0.85,9,12.951992,0.997181373520144,ssr__lag,5
ssr,lag,21.7668114,0.85,10,12.951992,1.00232752884445,ssr__lag,5
ssr,lag,22.73361,0.88,0,12.951992,0.991340385624065,ssr__lag,5
ssr,lag,22.73361,0.88,1,12.951992,0.989247530956331,ssr__lag,5
ssr,lag,22.73361,0.88,2,12.951992,0.987420323965551,ssr__lag,5
ssr,lag,22.73361,0.88,3,12.951992,0.986118192704469,ssr__lag,5
ssr,lag,22.73361,0.88,4,12.951992,0.985599814899317,ssr__lag,5
ssr,lag,22.73361,0.88,5,12.951992,0.986124842133214,ssr__lag,5
ssr,lag,22.73361,0.88,6,12.951992,0.987869182222598,ssr__lag,5
ssr,lag,22.73361,0.88,7,12.951992,0.990664542526991,ssr__lag,5
ssr,lag,22.73361,0.88,8,12.951992,0.994256718060675,ssr__lag,5
ssr,lag,22.73361,0.88,9,12.951992,0.99839011206755,ssr__lag,5
ssr,lag,22.73361,0.88,10,12.951992,1.00280598947842,ssr__lag,5
ssr,lag,23.76181932,0.91,0,12.951992,0.989851661615056,ssr__lag,5
ssr,lag,23.76181932,0.91,1,12.951992,0.989183771358751,ssr__lag,5
ssr,lag,23.76181932,0.91,2,12.951992,0.988679441550662,ssr__lag,5
ssr,lag,23.76181932,0.91,3,12.951992,0.988501502850903,ssr__lag,5
ssr,lag,23.76181932,0.91,4,12.951992,0.988812910891785,ssr__lag,5
ssr,lag,23.76181932,0.91,5,12.951992,0.989777419173517,ssr__lag,5
ssr,lag,23.76181932,0.91,6,12.951992,0.991505992608289,ssr__lag,5
ssr,lag,23.76181932,0.91,7,12.951992,0.993893302446597,ssr__lag,5
ssr,lag,23.76181932,0.91,8,12.951992,0.996779617403191,ssr__lag,5
ssr,lag,23.76181932,0.91,9,12.951992,1.00000424341093,ssr__lag,5
ssr,lag,23.76181932,0.91,10,12.951992,1.00340484038194,ssr__lag,5
ssr,lag,24.93179,0.94,0,12.951992,0.98821076479077,ssr__lag,5
ssr,lag,24.93179,0.94,1,12.951992,0.989424193497731,ssr__lag,5
ssr,lag,24.93179,0.94,2,12.951992,0.990669334699602,ssr__lag,5
ssr,lag,24.93179,0.94,3,12.951992,0.991976566726552,ssr__lag,5
ssr,lag,24.93179,0.94,4,12.951992,0.993376436248565,ssr__lag,5
ssr,lag,24.93179,0.94,5,12.951992,0.994899682003708,ssr__lag,5
ssr,lag,24.93179,0.94,6,12.951992,0.996567133650002,ssr__lag,5
ssr,lag,24.93179,0.94,7,12.951992,0.99835920283464,ssr__lag,5
ssr,lag,24.93179,0.94,8,12.951992,1.00024603583546,ssr__lag,5
ssr,lag,24.93179,0.94,9,12.951992,1.00219758232189,ssr__lag,5
ssr,lag,24.93179,0.94,10,12.951992,1.00418357120636,ssr__lag,5
ssr,lag,26.314284,0.97,0,12.951992,0.986331608887514,ssr__lag,5
ssr,lag,26.314284,0.97,1,12.951992,0.990059128947594,ssr__lag,5
ssr,lag,26.314284,0.97,2,12.951992,0.993649596489652,ssr__lag,5
ssr,lag,26.314284,0.97,3,12.951992,0.996949778971718,ssr__lag,5
ssr,lag,26.314284,0.97,4,12.951992,0.999804625816688,ssr__lag,5
ssr,lag,26.314284,0.97,5,12.951992,1.00205783499881,ssr__lag,5
